"X","Y","Z"
1483.33,1294.72,97.47
1483.13,1294.72,97.40
1483.12,1294.71,97.40
1483.27,1294.82,97.40
1483.25,1294.85,97.38
1483.38,1294.90,97.38
1483.38,1294.91,97.39
1483.25,1294.64,97.36
1483.23,1294.65,97.34
1483.11,1294.84,97.32
1483.61,1294.73,97.43
1483.35,1294.98,97.30
1483.46,1294.96,97.30
1483.44,1294.97,97.30
1483.60,1294.74,97.34
1483.62,1294.75,97.34
1483.69,1294.94,97.34
1483.64,1295.06,97.35
1483.14,1294.92,97.27
1483.15,1294.84,97.27
1483.18,1294.81,97.27
1483.32,1294.89,97.25
1483.32,1294.88,97.25
1483.37,1294.88,97.25
1483.37,1294.88,97.25
1483.32,1294.93,97.25
1483.33,1294.97,97.24
1483.44,1294.72,97.21
1483.45,1294.70,97.21
1483.98,1294.57,97.16
1483.98,1294.56,97.15
1483.15,1294.60,97.12
1483.15,1294.58,97.11
1483.02,1294.83,97.10
1483.01,1294.84,97.10
1484.10,1294.89,98.76
1484.11,1294.88,98.75
1484.29,1294.76,98.76
1484.28,1294.75,98.75
1484.41,1294.76,98.73
1484.22,1294.83,98.69
1484.23,1294.85,98.68
1484.01,1294.82,98.39
1483.99,1294.83,98.40
1484.03,1294.85,98.32
1484.02,1294.87,98.31
1484.01,1294.86,98.31
1484.01,1294.84,98.31
1484.01,1294.61,98.26
1484.00,1294.61,98.26
1484.05,1294.76,98.27
1484.08,1294.75,98.29
1484.18,1294.78,98.28
1484.18,1294.79,98.27
1484.13,1294.95,98.29
1484.15,1294.95,98.29
1484.62,1294.59,98.26
1484.61,1294.61,98.26
1484.01,1294.63,98.26
1484.02,1294.62,98.26
1484.13,1294.79,98.27
1484.14,1294.81,98.27
1484.09,1294.57,98.26
1484.07,1294.57,98.25
1484.10,1294.58,98.26
1484.09,1294.58,98.25
1484.02,1294.61,98.26
1484.02,1294.63,98.25
1484.18,1294.82,98.26
1484.19,1294.81,98.26
1484.26,1294.95,98.27
1484.25,1294.97,98.26
1484.06,1294.61,98.25
1484.06,1294.59,98.25
1484.05,1294.61,98.26
1484.04,1294.62,98.26
1484.22,1294.87,98.26
1484.23,1294.87,98.26
1484.28,1294.89,98.26
1484.26,1294.89,98.26
1484.23,1294.77,98.26
1484.24,1294.77,98.27
1484.28,1294.96,98.26
1484.29,1294.96,98.25
1484.48,1294.76,98.25
1484.46,1294.76,98.25
1484.88,1294.89,98.27
1484.87,1294.88,98.27
1484.46,1294.67,98.24
1484.45,1294.69,98.23
1484.47,1294.76,98.22
1484.56,1294.72,98.22
1484.54,1294.73,98.22
1484.52,1294.70,98.22
1484.51,1294.71,98.22
1484.49,1294.77,98.23
1484.49,1294.79,98.23
1484.49,1294.80,98.23
1484.48,1294.79,98.23
1484.51,1294.81,98.22
1484.52,1294.82,98.22
1484.46,1294.90,98.23
1484.41,1294.95,98.24
1484.43,1294.95,98.24
1484.46,1294.98,98.23
1484.49,1294.99,98.23
1484.62,1294.80,98.22
1484.62,1294.82,98.22
1484.62,1294.58,98.20
1484.64,1294.59,98.21
1484.83,1294.66,98.21
1484.83,1294.63,98.19
1484.61,1294.79,98.22
1484.62,1294.80,98.21
1484.67,1294.92,98.20
1484.69,1294.93,98.21
1484.94,1294.72,98.21
1484.94,1294.77,98.21
1484.62,1294.78,98.22
1484.63,1294.79,98.22
1484.65,1294.71,98.21
1484.64,1294.71,98.21
1484.67,1294.75,98.22
1484.67,1294.76,98.22
1484.68,1294.72,98.20
1484.61,1294.84,98.21
1484.82,1294.86,98.22
1484.82,1294.88,98.23
1484.84,1294.85,98.23
1484.85,1294.87,98.23
1484.68,1294.77,98.21
1484.68,1294.78,98.21
1484.99,1294.86,98.22
1484.99,1294.87,98.22
1484.80,1294.70,98.19
1484.82,1294.70,98.19
1484.78,1294.71,98.20
1484.79,1294.70,98.19
1484.87,1294.70,98.19
1484.85,1294.64,98.18
1484.83,1294.64,98.18
1484.85,1294.62,98.18
1484.86,1294.61,98.18
1484.87,1294.68,98.18
1484.86,1294.70,98.19
1484.88,1294.68,98.17
1484.86,1294.68,98.16
1484.02,1294.68,98.12
1484.01,1294.61,98.11
1484.44,1294.67,98.12
1484.12,1294.76,98.11
1484.15,1294.89,98.11
1484.19,1294.94,98.11
1484.57,1294.59,98.09
1484.22,1294.65,98.09
1484.27,1294.64,98.09
1484.22,1294.69,98.09
1484.55,1294.57,98.08
1484.02,1294.97,98.11
1484.42,1294.77,98.08
1484.42,1294.80,98.08
1484.30,1294.96,98.09
1484.46,1294.95,98.08
1484.44,1294.95,98.08
1484.32,1294.87,98.07
1484.45,1294.83,98.06
1484.42,1294.90,98.07
1484.47,1294.92,98.07
1484.42,1294.95,98.07
1484.46,1294.80,98.05
1484.42,1294.93,98.06
1484.41,1294.93,98.05
1484.44,1294.93,98.05
1484.50,1294.80,98.06
1484.63,1294.83,98.06
1484.61,1294.73,98.05
1484.57,1294.83,98.06
1484.83,1294.67,98.05
1484.80,1294.68,98.04
1484.54,1294.93,98.03
1484.61,1294.89,98.04
1484.60,1294.88,98.04
1484.59,1294.88,98.04
1484.59,1294.84,98.04
1484.63,1294.74,98.04
1484.67,1294.73,98.04
1484.46,1294.99,98.07
1484.45,1294.99,98.06
1484.24,1294.95,98.01
1484.68,1294.96,97.95
1484.80,1294.90,97.62
1484.82,1294.88,97.61
1484.64,1294.95,97.54
1484.62,1294.95,97.52
1484.50,1294.86,97.51
1484.52,1294.86,97.50
1484.39,1294.95,97.47
1484.66,1294.80,97.48
1484.68,1294.78,97.48
1484.19,1294.69,97.45
1484.61,1294.78,97.37
1484.63,1294.78,97.38
1484.82,1294.88,97.35
1484.85,1294.89,97.34
1484.79,1294.87,97.30
1484.04,1294.97,97.38
1484.05,1294.98,97.39
1484.63,1294.87,97.25
1484.24,1294.90,97.23
1484.23,1294.88,97.23
1484.46,1294.99,97.23
1484.98,1294.67,97.11
1484.88,1294.71,97.12
1484.89,1294.69,97.10
1484.36,1294.98,97.13
1480.03,1298.44,98.68
1480.04,1298.65,98.50
1480.03,1298.64,98.50
1480.37,1297.88,97.81
1480.33,1297.87,97.81
1480.25,1297.82,97.76
1480.24,1297.83,97.76
1480.24,1297.78,97.76
1480.23,1297.79,97.76
1480.16,1297.55,97.76
1480.18,1297.56,97.77
1480.84,1296.68,98.67
1481.00,1295.58,97.75
1480.98,1295.59,97.75
1480.96,1295.87,97.57
1480.93,1295.53,97.21
1481.36,1295.90,99.54
1481.20,1295.96,99.55
1481.16,1295.90,99.54
1481.17,1295.89,99.49
1481.17,1295.86,99.49
1481.02,1295.79,99.51
1481.03,1295.78,99.50
1481.28,1295.97,99.52
1481.28,1295.93,99.52
1481.07,1294.98,99.55
1481.05,1295.00,99.53
1481.09,1295.98,99.54
1481.11,1295.94,99.55
1481.09,1295.30,99.50
1481.08,1295.33,99.50
1481.28,1295.93,99.46
1481.28,1295.90,99.45
1481.48,1295.85,99.42
1481.47,1295.86,99.43
1481.27,1295.48,99.46
1481.26,1295.45,99.45
1481.29,1295.39,99.45
1481.28,1295.37,99.45
1481.46,1295.32,99.45
1481.47,1295.30,99.45
1481.14,1295.93,99.49
1481.12,1295.94,99.49
1481.28,1295.88,99.49
1481.26,1295.89,99.50
1481.37,1295.57,99.47
1481.40,1295.57,99.46
1481.60,1295.76,99.47
1481.59,1295.75,99.47
1481.53,1295.69,99.47
1481.55,1295.72,99.46
1481.71,1295.52,99.49
1481.72,1295.55,99.48
1481.77,1295.46,99.44
1481.78,1295.45,99.44
1481.90,1295.36,99.43
1481.94,1295.35,99.42
1481.86,1295.32,99.44
1481.88,1295.30,99.43
1481.91,1295.03,99.42
1481.88,1295.03,99.42
1481.65,1295.11,99.43
1481.65,1295.07,99.42
1481.52,1295.30,99.43
1481.54,1295.31,99.42
1481.39,1295.38,99.43
1481.38,1295.41,99.42
1481.33,1295.36,99.44
1481.35,1295.34,99.44
1481.46,1295.20,99.42
1481.45,1295.16,99.43
1481.49,1295.10,99.42
1481.52,1295.08,99.43
1481.19,1295.45,99.41
1481.17,1295.45,99.41
1481.72,1295.16,99.37
1481.74,1295.18,99.38
1481.16,1295.48,99.15
1481.18,1295.46,99.15
1480.98,1295.86,99.16
1481.24,1295.89,99.09
1481.24,1295.90,99.09
1481.23,1295.85,99.06
1481.19,1295.79,99.07
1481.07,1295.90,98.98
1481.11,1295.90,98.98
1481.21,1295.91,99.00
1481.22,1295.91,99.00
1481.20,1295.44,99.04
1481.20,1295.46,99.04
1481.03,1295.61,98.98
1481.05,1295.62,98.98
1481.73,1295.69,98.81
1481.74,1295.70,98.81
1481.27,1295.87,98.68
1481.26,1295.86,98.69
1481.00,1295.90,98.51
1481.01,1295.90,98.50
1481.69,1295.74,98.47
1481.67,1295.73,98.48
1481.70,1295.74,98.47
1481.70,1295.76,98.47
1481.75,1295.75,98.47
1481.75,1295.73,98.47
1481.64,1295.84,98.48
1481.66,1295.84,98.48
1481.06,1295.96,98.41
1481.09,1295.95,98.41
1481.37,1295.13,98.32
1481.35,1295.13,98.33
1481.26,1296.13,99.56
1481.22,1296.08,99.55
1481.74,1295.36,98.27
1481.89,1295.31,98.19
1481.97,1295.32,98.20
1481.80,1295.57,98.17
1481.18,1295.22,98.13
1481.12,1295.21,98.13
1481.91,1295.28,98.14
1481.29,1295.85,97.99
1481.37,1295.85,98.00
1481.37,1295.88,97.99
1481.21,1295.73,97.98
1481.00,1295.79,97.95
1481.92,1295.68,98.00
1481.86,1295.42,97.93
1481.90,1295.53,97.93
1481.87,1295.53,97.93
1481.51,1295.50,97.94
1481.84,1295.58,97.93
1481.92,1295.49,97.93
1481.90,1295.49,97.93
1481.93,1295.51,97.93
1481.90,1295.53,97.93
1481.91,1295.53,97.93
1481.04,1295.45,97.92
1481.02,1295.42,97.91
1481.06,1295.48,97.93
1481.35,1295.41,97.91
1481.39,1295.43,97.91
1481.32,1295.41,97.92
1481.41,1295.40,97.93
1481.43,1295.42,97.91
1481.90,1295.02,97.95
1481.89,1295.01,97.91
1481.66,1295.47,97.92
1481.60,1295.45,97.94
1481.66,1295.48,97.92
1481.65,1295.29,97.89
1481.89,1295.04,97.91
1481.87,1295.05,97.89
1481.67,1295.46,97.90
1481.67,1295.44,97.91
1481.78,1295.46,97.92
1481.80,1295.45,97.90
1481.80,1295.47,97.91
1481.80,1295.47,97.92
1481.81,1295.47,97.90
1481.83,1295.48,97.91
1481.90,1295.54,97.92
1481.58,1295.84,97.89
1481.58,1295.81,97.94
1481.56,1295.84,97.95
1481.58,1295.88,97.93
1481.65,1295.83,97.91
1481.63,1295.79,97.94
1481.55,1295.83,97.95
1481.65,1295.81,97.91
1481.87,1295.57,97.93
1481.91,1295.52,97.92
1481.91,1295.54,97.93
1481.90,1295.55,97.93
1481.88,1295.53,97.93
1481.84,1295.52,97.93
1481.75,1295.81,97.87
1481.27,1295.71,97.93
1481.25,1295.68,97.91
1481.19,1295.68,97.91
1481.21,1295.73,97.91
1481.25,1295.73,97.92
1481.23,1295.72,97.90
1481.23,1295.69,97.94
1481.41,1295.57,97.91
1481.44,1295.77,97.91
1481.35,1295.64,97.90
1481.31,1295.61,97.91
1481.28,1295.62,97.90
1481.45,1295.61,97.80
1481.44,1295.60,97.79
1481.16,1295.65,97.80
1481.15,1295.63,97.78
1481.45,1295.26,97.73
1481.46,1295.25,97.74
1481.24,1295.90,97.72
1481.22,1295.89,97.72
1481.34,1295.68,97.69
1481.31,1295.67,97.70
1481.93,1295.79,97.82
1481.94,1295.78,97.83
1481.83,1295.48,97.83
1481.83,1295.47,97.81
1481.52,1295.16,97.74
1481.52,1295.16,97.75
1481.78,1295.72,97.70
1481.62,1295.64,97.71
1481.62,1295.63,97.69
1481.70,1295.84,97.70
1481.69,1295.85,97.69
1481.19,1295.18,97.65
1481.08,1295.26,97.58
1481.14,1295.54,97.56
1481.17,1295.56,97.56
1481.22,1295.33,97.54
1481.34,1295.30,97.51
1481.39,1295.66,97.51
1481.02,1295.51,97.49
1481.19,1295.28,97.48
1481.45,1295.09,97.46
1481.41,1295.07,97.46
1481.18,1295.02,97.44
1481.13,1295.05,97.45
1481.21,1295.30,97.44
1481.19,1295.31,97.44
1481.27,1295.07,97.44
1481.24,1295.75,97.47
1481.26,1295.76,97.47
1481.10,1295.48,97.44
1481.15,1295.67,97.46
1481.26,1295.81,97.46
1481.24,1295.84,97.46
1481.27,1295.71,97.45
1481.28,1295.78,97.46
1481.27,1295.82,97.47
1481.26,1295.83,97.46
1481.29,1295.77,97.46
1481.30,1295.89,97.46
1481.27,1295.83,97.77
1481.28,1295.85,97.46
1481.29,1295.84,97.45
1481.29,1295.84,97.45
1481.27,1295.85,97.46
1481.46,1295.61,97.43
1481.37,1295.01,97.42
1481.07,1295.08,97.43
1481.11,1295.45,97.42
1481.28,1295.27,97.42
1481.10,1295.24,97.40
1481.11,1295.40,97.40
1481.04,1295.04,97.40
1481.41,1295.08,97.39
1481.32,1295.40,97.40
1481.35,1295.43,97.39
1481.06,1295.58,97.43
1481.12,1295.59,97.44
1481.42,1295.55,97.41
1481.37,1295.83,97.17
1481.46,1295.78,97.43
1481.22,1295.13,97.38
1481.22,1295.15,97.39
1481.31,1295.02,97.37
1481.31,1295.01,97.37
1481.27,1295.03,97.36
1481.12,1295.09,97.37
1481.09,1295.06,97.38
1481.37,1295.30,97.36
1481.37,1295.31,97.34
1481.42,1295.72,97.39
1481.01,1295.03,97.35
1481.25,1295.30,97.33
1481.21,1295.25,97.34
1481.21,1295.23,97.34
1481.43,1295.07,97.32
1481.40,1295.05,97.32
1481.40,1295.07,97.31
1481.14,1295.07,97.32
1481.07,1295.07,97.30
1481.81,1295.54,97.69
1481.11,1295.55,97.30
1481.12,1295.56,97.35
1481.13,1295.57,97.35
1481.16,1295.60,97.28
1481.33,1295.29,97.28
1481.37,1295.41,97.28
1481.38,1295.31,97.27
1481.98,1295.23,97.64
1481.96,1295.19,97.62
1481.55,1295.45,97.61
1481.73,1295.20,97.59
1481.83,1295.25,97.59
1481.55,1295.42,97.57
1481.51,1295.27,97.56
1481.17,1295.29,97.17
1481.19,1295.29,97.18
1481.10,1295.59,97.18
1481.45,1295.37,97.11
1481.34,1295.33,97.68
1481.33,1295.33,97.09
1481.53,1295.36,97.54
1481.69,1295.28,97.51
1481.67,1295.27,96.94
1481.61,1295.38,97.50
1481.96,1295.06,97.50
1481.96,1295.05,97.53
1481.86,1295.23,97.51
1481.84,1295.25,97.52
1481.51,1295.44,97.51
1481.96,1295.39,97.49
1481.55,1295.03,97.49
1481.72,1295.46,97.51
1481.72,1295.45,97.50
1481.62,1295.18,97.50
1481.62,1295.21,97.49
1481.83,1295.23,97.49
1481.95,1295.91,97.56
1481.65,1295.44,97.50
1481.66,1295.45,97.48
1481.54,1295.46,97.49
1481.95,1295.19,97.44
1481.73,1295.51,97.52
1481.88,1295.89,97.52
1481.76,1295.29,97.44
1481.69,1295.63,97.49
1481.68,1295.63,97.48
1481.66,1295.61,97.49
1481.72,1295.07,97.42
1481.73,1295.07,97.43
1481.61,1295.29,97.43
1481.68,1295.04,97.41
1481.55,1295.30,97.42
1481.63,1295.32,97.42
1481.63,1295.31,97.42
1481.63,1295.02,97.40
1481.59,1295.04,97.39
1481.67,1295.20,97.41
1481.69,1295.22,97.40
1481.91,1295.12,97.40
1481.63,1295.25,97.40
1481.89,1295.25,97.40
1481.84,1295.29,97.39
1481.82,1295.29,97.40
1481.89,1295.32,97.41
1481.86,1295.32,97.39
1481.77,1295.27,97.39
1481.55,1295.26,97.39
1481.96,1295.79,97.42
1481.94,1295.82,97.43
1481.67,1295.27,97.40
1481.60,1295.46,97.44
1481.96,1295.38,97.41
1481.52,1295.06,97.39
1481.92,1295.09,97.38
1481.55,1295.28,97.40
1481.58,1295.28,97.39
1481.84,1295.40,97.39
1481.63,1295.20,97.38
1481.55,1295.26,97.39
1481.84,1295.35,97.39
1481.83,1295.34,97.38
1481.54,1295.28,97.39
1481.59,1295.28,97.40
1481.52,1295.28,97.38
1481.52,1295.27,97.40
1481.79,1295.38,97.39
1481.82,1295.41,97.38
1481.83,1295.40,97.39
1481.84,1295.41,97.38
1481.55,1295.33,97.38
1481.66,1295.47,97.38
1481.60,1295.18,97.37
1481.73,1295.66,97.41
1481.89,1295.65,97.40
1481.84,1295.84,97.41
1481.81,1295.82,97.41
1481.74,1295.89,97.41
1481.89,1295.77,97.41
1481.88,1295.77,97.40
1481.67,1295.13,97.37
1481.59,1295.43,97.37
1481.95,1295.75,97.40
1481.59,1295.61,97.40
1481.83,1295.78,97.40
1481.50,1295.21,97.37
1481.67,1295.13,97.36
1481.56,1295.38,97.36
1481.60,1295.36,97.39
1481.57,1295.38,97.37
1481.77,1295.81,97.39
1481.57,1295.96,97.41
1481.51,1295.26,97.36
1481.52,1295.28,97.38
1481.58,1295.14,97.38
1481.60,1295.13,97.36
1481.84,1295.61,97.40
1481.57,1295.60,97.39
1481.75,1295.74,97.39
1481.76,1295.89,97.39
1481.55,1295.94,97.38
1481.63,1295.02,97.38
1481.67,1295.06,97.35
1481.57,1295.29,97.35
1481.89,1295.42,97.38
1481.74,1295.06,97.38
1481.76,1295.06,97.37
1481.48,1295.37,97.37
1481.58,1295.37,97.38
1481.58,1295.38,97.35
1481.61,1295.41,97.35
1481.65,1295.13,97.34
1481.60,1295.27,97.35
1481.56,1295.27,97.34
1481.86,1295.59,97.39
1481.54,1295.24,97.36
1481.53,1295.11,97.38
1481.53,1295.08,97.37
1481.60,1295.04,97.36
1481.78,1295.00,97.36
1481.88,1295.03,97.37
1481.90,1295.06,97.39
1481.95,1295.11,97.36
1481.60,1295.31,97.35
1481.60,1295.31,97.34
1481.61,1295.30,97.34
1481.63,1295.16,97.35
1481.54,1295.05,97.39
1481.87,1295.09,97.34
1481.95,1295.47,97.39
1481.95,1295.46,97.39
1481.60,1295.54,97.39
1481.69,1295.74,97.38
1481.58,1295.54,97.37
1481.76,1295.65,97.38
1481.85,1295.60,97.39
1481.79,1295.78,97.38
1481.78,1295.89,97.38
1481.61,1295.67,97.39
1481.72,1295.65,97.37
1481.71,1295.65,97.39
1481.60,1295.62,97.38
1481.87,1295.60,97.40
1481.86,1295.60,97.40
1481.61,1295.52,97.34
1481.54,1295.80,97.37
1481.79,1295.58,97.32
1481.61,1295.60,97.31
1481.59,1295.63,97.31
1481.65,1295.66,97.28
1481.65,1295.66,97.31
1481.70,1295.59,97.29
1481.67,1295.73,97.26
1481.74,1295.74,97.25
1481.73,1295.67,97.25
1481.74,1295.67,97.26
1481.63,1295.72,97.25
1481.72,1295.70,97.24
1481.70,1295.70,97.24
1481.65,1295.67,97.24
1481.67,1295.69,97.24
1481.54,1295.61,97.27
1481.55,1295.62,97.25
1481.67,1295.68,97.24
1481.75,1295.67,97.23
1481.73,1295.65,97.23
1481.71,1295.67,97.24
1481.66,1295.76,97.22
1481.73,1295.64,97.24
1481.70,1295.66,97.23
1481.75,1295.64,97.24
1481.74,1295.65,97.22
1481.75,1295.67,97.23
1481.74,1295.66,97.22
1481.60,1295.63,97.20
1481.69,1295.65,97.21
1481.72,1295.65,97.21
1481.72,1295.63,97.24
1481.74,1295.68,97.21
1481.72,1295.66,97.21
1481.73,1295.57,97.22
1481.52,1295.71,97.17
1481.52,1295.71,97.16
1481.75,1295.81,97.12
1481.98,1295.49,97.36
1481.77,1295.13,97.33
1481.97,1295.08,97.35
1481.96,1295.09,97.34
1481.84,1295.13,97.31
1481.85,1295.13,97.32
1481.90,1295.22,97.31
1481.87,1295.42,97.31
1481.60,1295.28,97.33
1481.60,1295.28,97.33
1481.76,1295.25,97.33
1481.59,1295.29,97.34
1481.59,1295.28,97.33
1481.57,1295.20,97.34
1481.74,1295.14,97.33
1481.74,1295.15,97.33
1481.73,1295.15,97.33
1481.74,1295.13,97.32
1481.74,1295.13,97.33
1481.74,1295.12,97.32
1481.75,1295.14,97.33
1481.73,1295.14,97.32
1481.75,1295.14,97.32
1481.62,1295.30,97.32
1481.57,1295.11,97.34
1481.57,1295.16,97.34
1481.58,1295.49,97.33
1481.75,1295.14,97.33
1481.74,1295.13,97.33
1481.97,1295.16,97.31
1481.97,1295.16,97.33
1481.59,1295.03,97.31
1481.62,1295.33,97.31
1481.73,1295.22,97.31
1481.53,1295.07,97.31
1481.72,1295.17,97.31
1481.73,1295.15,97.31
1481.73,1295.16,97.31
1481.74,1295.16,97.31
1481.74,1295.15,97.31
1481.97,1295.00,97.30
1481.73,1295.17,97.31
1481.75,1295.16,97.31
1481.73,1295.20,97.31
1481.74,1295.16,97.30
1481.76,1295.20,97.30
1481.75,1295.20,97.30
1481.75,1295.19,97.30
1481.75,1295.14,97.30
1481.74,1295.17,97.30
1481.73,1295.20,97.30
1481.75,1295.21,97.30
1481.74,1295.18,97.30
1481.75,1295.18,97.30
1481.75,1295.20,97.30
1481.76,1295.20,97.30
1481.75,1295.19,97.30
1481.61,1295.16,97.29
1481.74,1295.26,97.29
1481.76,1295.23,97.30
1481.75,1295.24,97.29
1481.77,1295.23,97.30
1481.79,1295.23,97.29
1481.78,1295.24,97.30
1481.79,1295.27,97.29
1481.80,1295.24,97.29
1481.76,1295.25,97.30
1481.77,1295.24,97.29
1481.77,1295.24,97.29
1481.80,1295.25,97.28
1481.95,1295.24,97.29
1481.93,1295.25,97.29
1481.95,1295.25,97.28
1481.95,1295.25,97.29
1481.61,1295.21,97.27
1481.81,1295.24,97.27
1481.85,1295.02,97.27
1481.95,1295.24,97.28
1481.93,1295.22,97.28
1481.55,1295.08,97.28
1481.56,1295.03,97.29
1481.63,1295.15,97.28
1481.78,1295.05,97.27
1481.77,1295.03,97.28
1481.80,1295.11,97.28
1481.81,1295.11,97.28
1481.95,1295.23,97.28
1481.96,1295.22,97.28
1481.57,1295.12,97.27
1481.63,1295.04,97.28
1481.66,1295.11,97.27
1481.78,1295.09,97.26
1481.93,1295.22,97.27
1481.95,1295.22,97.27
1481.94,1295.19,97.27
1481.96,1295.26,97.26
1481.96,1295.24,97.26
1481.96,1295.24,97.26
1481.96,1295.22,97.26
1481.94,1295.01,97.25
1481.90,1295.02,97.23
1481.93,1295.03,97.23
1481.63,1295.27,97.25
1481.80,1295.08,97.22
1481.94,1295.16,97.22
1481.94,1295.02,97.23
1481.95,1295.15,97.21
1481.91,1295.04,97.20
1481.98,1295.10,97.20
1481.95,1295.01,97.19
1481.93,1295.02,97.20
1481.80,1295.07,97.20
1481.81,1295.04,97.17
1481.62,1295.04,97.16
1481.94,1295.02,97.18
1481.98,1295.01,97.19
1481.67,1295.38,97.14
1481.70,1295.38,97.13
1482.16,1296.00,97.39
1482.09,1295.28,99.40
1482.11,1295.29,99.40
1482.44,1295.68,99.39
1482.42,1295.66,99.39
1482.34,1295.89,99.36
1482.33,1295.92,99.38
1482.67,1295.90,99.35
1482.66,1295.88,99.35
1482.93,1295.89,99.34
1482.97,1295.92,99.33
1482.12,1295.87,99.12
1482.16,1295.59,99.05
1482.13,1295.59,99.04
1482.81,1295.90,99.06
1482.83,1295.90,99.05
1482.86,1295.20,99.00
1482.87,1295.18,99.01
1482.96,1295.03,99.00
1482.98,1295.02,99.01
1482.25,1295.76,98.81
1482.26,1295.77,98.82
1482.85,1295.91,98.84
1482.91,1295.97,98.83
1482.23,1295.04,98.84
1482.21,1295.04,98.84
1482.89,1295.33,98.75
1482.89,1295.32,98.76
1482.02,1295.72,98.65
1482.04,1295.72,98.65
1482.31,1295.80,98.46
1482.98,1295.01,98.42
1482.99,1295.01,98.42
1482.61,1295.82,98.43
1482.58,1295.82,98.43
1482.31,1295.63,98.44
1482.31,1295.64,98.42
1482.13,1295.27,98.30
1482.14,1295.28,98.30
1482.89,1295.91,98.25
1482.85,1295.93,98.24
1482.03,1295.90,98.27
1482.04,1295.89,98.28
1482.89,1295.72,98.22
1482.38,1295.46,98.18
1482.04,1295.60,98.17
1482.45,1295.88,98.16
1482.40,1295.83,98.15
1482.55,1295.29,98.08
1482.84,1295.18,98.02
1482.22,1295.91,98.01
1482.13,1295.33,97.96
1482.32,1295.11,97.94
1482.76,1295.59,97.96
1482.80,1295.06,97.93
1482.68,1295.02,97.92
1482.74,1295.00,97.92
1482.75,1295.04,97.90
1482.72,1295.15,97.90
1482.89,1295.21,97.90
1482.42,1295.48,97.92
1482.15,1295.15,97.91
1482.39,1295.30,97.91
1482.37,1295.29,97.92
1482.25,1295.34,97.92
1482.25,1295.37,97.91
1482.27,1295.37,97.91
1482.28,1295.35,97.92
1482.45,1295.17,97.91
1482.47,1295.19,97.89
1482.03,1295.70,97.93
1482.03,1295.72,97.93
1482.25,1295.57,97.92
1482.24,1295.59,97.92
1482.00,1295.67,97.91
1481.99,1295.68,97.92
1482.75,1295.00,97.89
1482.82,1295.65,97.92
1482.81,1295.68,97.90
1482.99,1295.61,97.90
1482.97,1295.61,97.89
1482.89,1295.11,97.90
1482.85,1295.10,97.91
1482.85,1295.13,97.91
1482.81,1295.01,97.90
1482.82,1295.01,97.90
1482.83,1295.01,97.90
1482.49,1295.53,97.86
1482.53,1295.54,97.89
1482.99,1295.08,97.90
1482.99,1295.09,97.90
1482.60,1295.11,97.90
1482.60,1295.11,97.90
1482.78,1295.24,97.88
1482.77,1295.22,97.89
1482.83,1295.20,97.89
1482.84,1295.19,97.89
1482.84,1295.23,97.89
1482.85,1295.00,97.89
1482.86,1295.01,97.90
1482.85,1295.09,97.88
1482.85,1295.09,97.90
1482.93,1295.20,97.87
1482.89,1295.20,97.86
1482.90,1295.23,97.87
1482.87,1295.21,97.86
1482.89,1295.22,97.87
1482.92,1295.20,97.87
1482.71,1295.96,97.90
1482.88,1295.02,97.86
1482.89,1295.00,97.84
1482.66,1295.01,97.86
1482.65,1295.00,97.85
1482.45,1295.62,97.75
1482.66,1295.82,97.76
1482.63,1295.67,97.73
1482.35,1295.77,97.71
1482.34,1295.96,97.68
1482.72,1295.38,97.63
1482.72,1295.34,97.62
1482.15,1295.19,97.62
1482.56,1295.09,97.61
1482.59,1295.09,97.61
1482.91,1295.13,97.61
1482.90,1295.12,97.60
1482.09,1295.76,97.62
1482.10,1295.64,97.59
1482.11,1295.65,97.60
1482.85,1295.65,97.61
1482.86,1295.67,97.61
1482.84,1295.77,97.64
1482.84,1295.79,97.64
1482.91,1295.90,97.60
1482.92,1295.91,97.60
1482.26,1295.40,97.56
1482.24,1295.36,97.55
1482.22,1295.31,97.58
1482.22,1295.33,97.58
1482.78,1295.14,97.59
1482.83,1295.32,97.56
1482.82,1295.35,97.58
1482.51,1295.27,97.57
1482.62,1295.07,97.58
1482.62,1295.07,97.56
1482.19,1295.61,97.55
1482.20,1295.62,97.55
1482.74,1295.72,97.57
1482.95,1295.61,97.55
1482.19,1295.06,97.52
1482.20,1295.05,97.52
1482.21,1295.04,97.52
1482.04,1295.35,97.55
1482.03,1295.31,97.53
1482.10,1295.43,97.54
1482.08,1295.43,97.54
1482.16,1295.45,97.51
1482.16,1295.46,97.49
1482.22,1295.87,97.51
1482.22,1295.88,97.51
1482.05,1295.43,97.49
1482.04,1295.44,97.48
1482.27,1295.53,97.49
1482.26,1295.52,97.49
1482.13,1295.50,97.47
1482.13,1295.52,97.46
1482.57,1295.27,97.50
1482.62,1295.10,97.51
1482.61,1295.18,97.50
1482.70,1295.18,97.50
1482.71,1295.20,97.47
1482.15,1295.68,97.43
1482.20,1295.59,97.42
1482.21,1295.57,97.42
1482.42,1295.75,97.42
1482.29,1295.63,97.42
1482.04,1295.92,97.42
1482.02,1295.92,97.41
1482.58,1295.83,97.54
1482.33,1295.75,97.41
1482.21,1295.68,97.41
1482.22,1295.68,97.42
1482.02,1295.56,97.42
1482.12,1295.71,97.42
1482.13,1295.73,97.40
1482.07,1295.96,97.43
1482.65,1295.59,97.54
