"X","Y","Z"
1485.69,1294.91,98.21
1485.70,1294.63,98.21
1485.71,1294.64,98.21
1485.46,1294.62,98.18
1485.46,1294.61,98.18
1485.02,1294.68,98.18
1485.02,1294.67,98.17
1485.01,1294.70,98.17
1485.00,1294.89,98.16
1485.00,1294.89,98.17
1485.73,1294.64,98.19
1485.72,1294.63,98.19
1485.57,1294.59,98.19
1485.56,1294.61,98.20
1485.53,1294.55,98.19
1485.53,1294.55,98.19
1485.53,1294.62,98.20
1485.54,1294.62,98.20
1485.54,1294.60,98.19
1485.54,1294.62,98.20
1485.71,1294.68,98.19
1485.71,1294.64,98.19
1485.63,1294.56,98.18
1485.52,1294.61,98.18
1485.52,1294.63,98.19
1485.93,1294.90,98.18
1485.92,1294.94,98.18
1485.49,1294.55,98.17
1485.48,1294.56,98.18
1485.50,1294.58,98.18
1485.50,1294.55,98.18
1485.80,1294.55,98.17
1485.81,1294.54,98.17
1485.82,1294.88,98.17
1485.83,1294.89,98.17
1485.84,1294.80,98.12
1485.77,1294.69,98.12
1485.30,1294.62,98.10
1485.31,1294.67,98.14
1485.26,1294.70,98.13
1485.24,1294.68,98.12
1485.98,1294.78,98.05
1485.96,1294.75,98.05
1485.41,1294.70,98.13
1485.42,1294.69,98.13
1485.60,1294.89,97.98
1485.59,1294.89,97.98
1485.99,1294.93,97.77
1486.02,1294.91,97.76
1485.08,1294.84,97.64
1485.29,1294.94,97.62
1485.42,1294.98,97.41
1485.43,1294.97,97.41
1485.93,1294.61,97.44
1485.94,1294.61,97.42
1485.09,1294.98,97.45
1485.08,1294.99,97.40
1485.00,1294.66,97.36
1485.05,1294.72,97.34
1485.97,1294.67,97.39
1485.57,1294.91,97.32
1485.56,1294.93,97.32
1485.56,1294.72,97.34
1485.54,1294.71,97.34
1485.86,1294.75,97.33
1485.88,1294.75,97.35
1485.82,1295.04,97.34
1485.90,1294.98,97.33
1485.20,1294.83,97.34
1485.20,1294.80,97.33
1485.45,1294.98,97.33
1485.44,1294.96,97.33
1485.07,1294.93,97.30
1485.11,1294.93,97.30
1485.41,1294.96,97.28
1485.46,1294.82,97.32
1485.11,1294.59,97.27
1485.15,1294.59,97.26
1485.97,1294.77,97.30
1485.92,1294.74,97.31
1485.55,1294.90,97.33
1485.49,1294.94,97.30
1485.42,1294.86,97.30
1485.52,1294.92,97.31
1485.40,1294.62,97.27
1485.38,1294.65,97.26
1486.90,1294.68,98.57
1486.91,1294.68,98.57
1486.70,1294.91,98.55
1486.70,1294.91,98.56
1486.95,1294.87,98.50
1486.95,1294.83,98.50
1486.62,1294.66,98.51
1486.81,1294.88,98.39
1486.82,1294.86,98.37
1486.28,1294.73,98.27
1486.27,1294.73,98.27
1486.30,1294.83,98.25
1486.32,1294.83,98.26
1486.43,1294.63,98.27
1486.43,1294.62,98.27
1486.33,1294.70,98.25
1486.34,1294.72,98.24
1486.36,1294.72,98.24
1486.34,1294.73,98.24
1486.12,1294.71,98.24
1486.14,1294.71,98.24
1486.76,1294.65,98.25
1486.76,1294.67,98.26
1486.42,1294.85,98.23
1486.43,1294.83,98.23
1486.50,1294.59,98.24
1486.49,1294.60,98.24
1486.48,1294.61,98.25
1486.48,1294.60,98.25
1486.49,1294.61,98.25
1486.09,1294.75,98.23
1486.10,1294.74,98.23
1486.27,1294.94,98.25
1486.28,1294.93,98.24
1486.18,1294.86,98.23
1486.18,1294.87,98.23
1486.51,1294.94,98.21
1486.53,1294.94,98.20
1486.55,1294.99,98.22
1486.55,1294.98,98.21
1486.49,1294.62,98.24
1486.49,1294.61,98.24
1486.50,1294.60,98.24
1486.50,1294.60,98.24
1486.51,1294.61,98.23
1486.49,1294.61,98.24
1486.48,1294.60,98.24
1486.47,1294.59,98.24
1486.05,1294.77,98.24
1486.04,1294.77,98.24
1486.10,1294.93,98.25
1486.11,1294.93,98.24
1486.48,1294.58,98.23
1486.47,1294.59,98.24
1486.48,1294.60,98.24
1486.49,1294.58,98.23
1486.50,1294.60,98.24
1486.49,1294.61,98.24
1486.49,1294.61,98.24
1486.10,1294.82,98.23
1486.01,1294.83,98.24
1486.01,1294.84,98.25
1486.50,1294.62,98.23
1486.14,1294.74,98.20
1486.13,1294.74,98.22
1486.24,1294.82,98.22
1486.23,1294.82,98.23
1486.11,1294.59,98.21
1486.09,1294.61,98.23
1486.02,1294.53,98.22
1486.02,1294.53,98.22
1486.02,1294.78,98.21
1486.05,1294.78,98.21
1486.17,1294.75,98.18
1486.10,1294.88,98.24
1486.10,1294.87,98.21
1486.18,1294.75,98.17
1486.17,1294.74,98.18
1486.41,1294.92,98.22
1486.43,1294.92,98.22
1486.39,1294.96,98.21
1486.29,1294.88,98.20
1486.33,1294.92,98.21
1486.04,1294.87,98.18
1486.04,1294.85,98.18
1486.24,1294.95,98.18
1486.24,1294.96,98.18
1486.13,1294.75,98.16
1486.13,1294.73,98.15
1486.18,1294.86,98.15
1486.18,1294.87,98.15
1486.86,1294.71,98.16
1486.86,1294.72,98.16
1486.25,1294.80,98.11
1486.25,1294.79,98.09
1486.21,1294.79,98.13
1486.15,1294.86,98.11
1486.21,1294.76,98.06
1486.07,1294.54,98.05
1486.44,1294.77,98.05
1486.47,1294.73,98.05
1486.42,1294.72,98.04
1486.40,1294.85,98.05
1486.28,1294.81,98.04
1486.37,1294.71,97.96
1486.27,1294.71,97.97
1486.68,1294.68,97.96
1486.34,1294.97,97.89
1486.42,1294.57,97.87
1486.13,1294.69,97.86
1486.86,1294.92,97.70
1486.85,1294.94,97.70
1486.21,1294.94,97.53
1486.82,1294.68,97.47
1486.82,1294.66,97.48
1486.22,1295.00,97.43
1486.22,1294.99,97.42
1486.31,1294.68,97.37
1486.30,1294.69,97.37
1486.53,1294.66,97.37
1486.52,1294.68,97.39
1486.55,1294.88,97.37
1486.57,1294.89,97.37
1486.32,1294.71,97.34
1486.35,1294.70,97.33
1486.46,1294.99,97.33
1486.45,1294.96,97.34
1486.11,1294.91,97.33
1486.11,1294.96,97.33
1486.10,1294.97,97.33
1486.29,1294.64,97.31
1486.27,1294.65,97.33
1486.22,1294.98,97.32
1486.21,1294.91,97.30
1486.94,1294.94,97.32
1486.90,1294.93,97.32
1486.53,1294.99,97.32
1486.56,1294.92,97.33
1486.22,1295.16,97.34
1486.21,1294.99,97.34
1486.93,1294.98,97.26
1486.93,1294.99,97.26
1486.92,1294.80,97.25
1486.91,1294.78,97.27
1486.61,1294.86,97.22
1486.63,1294.85,97.21
1486.73,1294.78,97.22
1486.72,1294.77,97.22
1486.90,1294.81,97.22
1486.88,1294.80,97.21
1486.14,1294.71,97.19
1486.14,1294.71,97.18
1486.04,1294.75,97.10
1486.04,1294.77,97.09
1486.06,1294.76,97.10
1486.06,1294.78,97.10
1487.33,1294.94,98.24
1487.36,1294.92,98.25
1487.38,1294.90,98.23
1487.34,1294.93,98.22
1487.68,1294.71,97.99
1487.61,1294.80,97.99
1487.41,1294.90,98.00
1487.45,1294.71,97.99
1487.08,1294.83,97.81
1487.74,1294.58,97.74
1487.64,1294.72,97.75
1487.96,1294.59,97.67
1488.01,1294.66,97.68
1487.49,1294.65,97.52
1487.47,1294.69,97.56
1487.45,1294.69,97.53
1487.58,1294.84,97.51
1487.19,1294.66,97.48
1487.52,1294.84,97.45
1487.56,1294.88,97.47
1487.22,1294.78,97.43
1487.21,1294.76,97.43
1487.92,1294.96,97.39
1487.92,1294.99,97.40
1487.93,1294.98,97.38
1487.93,1294.95,97.38
1487.81,1294.72,97.30
1487.74,1294.66,97.29
1487.24,1294.86,97.37
1487.22,1294.87,97.37
1487.26,1294.80,97.37
1487.20,1294.94,97.35
1487.25,1294.91,97.36
1487.25,1294.64,97.29
1487.36,1294.64,97.28
1487.35,1294.63,97.13
1487.36,1294.70,97.10
1487.24,1294.95,97.11
1488.87,1294.71,97.25
1485.46,1295.18,98.68
1485.14,1295.90,98.68
1485.16,1295.91,98.70
1485.47,1295.70,98.63
1485.51,1295.72,98.63
1485.86,1295.31,98.65
1485.89,1295.26,98.64
1485.89,1295.27,98.64
1485.88,1295.27,98.64
1485.66,1295.84,98.56
1485.77,1295.67,98.57
1485.93,1295.63,98.52
1485.22,1295.34,98.34
1485.80,1295.34,98.36
1485.97,1295.45,98.35
1485.43,1295.80,98.35
1485.41,1295.77,98.30
1485.26,1295.91,98.29
1485.19,1295.94,98.29
1485.20,1295.93,98.30
1485.19,1295.96,98.30
1485.22,1295.67,98.33
1485.16,1295.51,98.30
1485.21,1295.59,98.30
1485.15,1295.53,98.30
1485.19,1295.24,98.31
1485.17,1295.24,98.31
1485.91,1295.05,98.30
1485.91,1295.04,98.30
1485.91,1295.12,98.30
1485.93,1295.12,98.31
1485.83,1295.43,98.31
1485.85,1295.43,98.31
1485.87,1295.62,98.33
1485.89,1295.91,98.34
1485.90,1295.92,98.34
1485.88,1295.16,98.24
1485.51,1295.42,98.23
1485.89,1295.35,98.23
1485.89,1295.24,98.25
1485.69,1295.71,98.27
1485.66,1295.70,98.25
1485.68,1295.73,98.26
1485.70,1295.73,98.26
1485.95,1295.83,98.27
1485.94,1295.81,98.27
1485.82,1295.77,98.26
1485.85,1295.79,98.27
1485.66,1295.71,98.23
1485.68,1295.72,98.23
1485.65,1295.69,98.25
1485.67,1295.70,98.25
1485.56,1295.54,98.25
1485.57,1295.52,98.25
1485.60,1295.60,98.25
1485.60,1295.61,98.24
1485.55,1295.68,98.24
1485.60,1295.65,98.24
1485.54,1295.63,98.24
1485.54,1295.61,98.25
1485.69,1295.72,98.25
1485.70,1295.71,98.26
1485.71,1295.73,98.25
1485.72,1295.77,98.25
1485.85,1295.71,98.25
1485.82,1295.71,98.25
1485.80,1295.59,98.24
1485.84,1295.56,98.25
1485.79,1295.48,98.25
1485.76,1295.48,98.24
1485.56,1295.67,98.14
1485.83,1295.56,98.25
1485.19,1295.15,98.25
1485.16,1295.14,98.25
1485.19,1295.16,98.24
1485.22,1295.22,98.24
1485.11,1295.72,98.27
1485.13,1295.71,98.28
1485.17,1295.92,98.29
1485.15,1295.94,98.28
1485.32,1295.71,98.26
1485.33,1295.73,98.26
1485.02,1295.67,98.27
1485.01,1295.69,98.27
1485.48,1295.50,98.24
1485.50,1295.50,98.25
1485.54,1295.54,98.25
1485.53,1295.52,98.25
1485.45,1295.55,98.25
1485.44,1295.52,98.25
1485.47,1295.58,98.22
1485.50,1295.57,98.23
1485.49,1295.59,98.25
1485.51,1295.58,98.25
1485.16,1295.60,98.25
1485.18,1295.61,98.26
1485.17,1295.63,98.26
1485.15,1295.62,98.26
1485.10,1295.53,98.25
1485.12,1295.52,98.25
1485.06,1295.50,98.25
1485.02,1295.49,98.25
1485.04,1295.64,98.26
1485.03,1295.66,98.26
1485.03,1295.52,98.25
1485.01,1295.52,98.25
1485.08,1295.57,98.24
1485.09,1295.58,98.25
1485.12,1295.56,98.25
1485.09,1295.58,98.25
1485.02,1295.63,98.26
1485.05,1295.63,98.26
1485.01,1295.62,98.26
1485.03,1295.62,98.26
1485.04,1295.67,98.26
1485.04,1295.66,98.26
1485.04,1295.69,98.25
1485.06,1295.68,98.26
1485.02,1295.73,98.26
1485.02,1295.71,98.26
1485.02,1295.69,98.25
1485.04,1295.68,98.26
1485.05,1295.71,98.26
1485.02,1295.72,98.25
1485.00,1295.67,98.26
1485.06,1295.54,98.25
1485.04,1295.55,98.24
1485.04,1295.55,98.24
1485.05,1295.57,98.24
1485.35,1295.59,98.21
1485.34,1295.65,98.21
1485.02,1295.44,98.24
1485.17,1295.07,98.23
1485.17,1295.07,98.23
1485.17,1295.11,98.23
1485.16,1295.10,98.23
1485.34,1295.26,98.23
1485.34,1295.24,98.23
1485.39,1295.45,98.24
1485.39,1295.46,98.24
1485.82,1295.51,98.24
1485.84,1295.52,98.24
1485.69,1295.04,98.24
1485.69,1295.07,98.24
1485.77,1295.24,98.23
1485.74,1295.22,98.23
1485.91,1295.10,98.23
1485.90,1295.12,98.23
1485.94,1295.07,98.23
1485.92,1295.06,98.23
1485.94,1295.08,98.23
1485.95,1295.08,98.23
1485.99,1295.21,98.21
1486.00,1295.22,98.21
1485.45,1295.02,98.19
1485.41,1295.29,98.18
1485.42,1295.30,98.18
1485.21,1295.02,98.16
1485.28,1295.19,98.14
1485.42,1295.31,98.09
1485.09,1295.49,98.18
1485.10,1295.48,98.18
1485.81,1295.70,98.17
1485.15,1295.90,98.09
1485.97,1295.84,97.96
1485.76,1295.39,97.93
1485.78,1295.36,97.93
1485.47,1295.87,97.93
1485.46,1295.86,97.91
1485.14,1295.65,97.90
1485.69,1295.92,97.83
1485.69,1295.84,97.80
1485.09,1295.37,97.76
1485.04,1295.14,97.72
1485.03,1295.14,97.71
1485.26,1295.88,97.73
1485.23,1295.35,97.62
1485.22,1295.36,97.62
1485.27,1295.21,97.62
1485.28,1295.20,97.62
1485.92,1295.09,97.65
1485.66,1295.45,97.61
1485.73,1295.41,97.60
1485.79,1295.79,97.61
1485.83,1295.88,97.60
1485.83,1295.90,97.59
1485.17,1295.21,97.59
1485.18,1295.19,97.58
1485.81,1295.08,97.57
1485.01,1295.16,97.56
1485.02,1295.17,97.56
1485.53,1295.57,97.60
1485.59,1295.52,97.59
1485.60,1295.53,97.56
1485.62,1295.51,97.56
1485.37,1295.56,97.53
1485.37,1295.54,97.52
1485.15,1295.56,97.54
1485.09,1295.64,97.56
1485.29,1295.69,97.51
1485.30,1295.67,97.50
1485.44,1295.55,97.50
1485.42,1295.55,97.50
1485.95,1295.96,97.55
1485.99,1295.57,97.51
1485.99,1295.56,97.51
1485.58,1295.86,97.52
1485.59,1295.88,97.50
1485.35,1295.48,97.44
1485.33,1295.44,97.44
1485.15,1295.67,97.47
1485.38,1295.79,97.48
1485.35,1295.83,97.50
1485.47,1295.94,97.48
1485.48,1295.89,97.48
1485.61,1295.91,97.39
1485.07,1295.59,97.43
1485.10,1295.55,97.43
1485.72,1295.03,97.34
1485.69,1295.03,97.35
1485.80,1295.08,97.39
1485.80,1295.07,97.37
1485.87,1295.26,97.38
1485.88,1295.27,97.38
1485.69,1295.40,97.35
1485.27,1295.18,97.39
1485.40,1295.44,97.37
1485.31,1295.54,97.35
1485.13,1295.63,97.38
1485.16,1295.62,97.37
1485.16,1295.60,97.37
1485.18,1295.62,97.38
1485.27,1295.54,97.35
1485.27,1295.61,97.36
1485.19,1295.61,97.36
1485.22,1295.63,97.35
1485.16,1295.66,97.37
1485.30,1295.71,97.34
1485.26,1295.70,97.34
1485.07,1295.67,97.37
1485.10,1295.66,97.38
1485.11,1295.73,97.35
1485.05,1295.66,97.37
1485.02,1295.64,97.36
1485.02,1295.78,97.40
1485.04,1295.79,97.39
1485.12,1295.84,97.34
1485.11,1295.87,97.34
1485.01,1295.82,97.37
1485.03,1295.91,97.37
1485.02,1295.84,97.34
1485.02,1295.87,97.35
1485.10,1295.93,97.35
1485.10,1295.95,97.36
1485.03,1295.96,97.35
1485.21,1295.98,97.36
1485.48,1295.68,97.38
1485.38,1295.63,97.34
1485.48,1295.92,97.36
1485.41,1295.92,97.35
1485.56,1295.72,97.34
1485.56,1295.68,97.33
1485.74,1295.62,97.36
1485.78,1295.69,97.36
1485.65,1295.89,97.37
1485.62,1295.86,97.38
1485.60,1295.64,97.35
1485.76,1295.58,97.34
1485.58,1295.96,97.36
1485.57,1295.98,97.36
1485.82,1295.03,97.31
1485.63,1295.21,97.31
1485.64,1295.23,97.30
1485.15,1295.23,97.33
1485.20,1295.27,97.35
1485.10,1295.23,97.34
1485.11,1295.22,97.33
1485.24,1295.18,97.32
1485.22,1295.18,97.33
1484.97,1295.22,97.36
1485.06,1295.28,97.35
1485.34,1295.35,97.35
1485.43,1295.36,97.31
1485.44,1295.39,97.31
1485.34,1295.52,97.37
1485.36,1295.39,97.33
1485.40,1295.41,97.33
1485.48,1295.43,97.34
1485.41,1295.48,97.34
1485.00,1295.83,97.36
1485.02,1295.19,97.34
1485.18,1295.65,97.32
1485.21,1295.70,97.34
1485.46,1295.70,97.36
1485.48,1295.67,97.33
1485.46,1295.74,97.34
1485.49,1295.78,97.34
1485.37,1295.83,97.33
1485.32,1295.89,97.35
1485.36,1295.86,97.32
1485.31,1295.90,97.34
1485.43,1295.50,97.33
1485.45,1295.54,97.33
1485.57,1295.89,97.31
1485.57,1295.88,97.33
1485.58,1295.84,97.30
1485.60,1295.86,97.31
1485.73,1295.75,97.33
1485.76,1295.74,97.34
1485.78,1295.40,97.32
1485.81,1295.42,97.33
1485.79,1295.46,97.33
1485.66,1295.42,97.30
1485.85,1295.59,97.35
1485.76,1295.47,97.33
1485.63,1295.31,97.30
1485.57,1295.30,97.30
1485.58,1295.26,97.30
1485.54,1295.30,97.29
1485.58,1295.43,97.28
1485.41,1295.49,97.28
1485.46,1295.56,97.24
1485.25,1295.63,97.28
1485.35,1295.67,97.29
1485.27,1295.58,97.27
1485.28,1295.56,97.26
1485.23,1295.60,97.28
1485.52,1295.79,97.25
1485.58,1295.64,97.25
1485.35,1295.82,97.30
1485.45,1295.76,97.30
1485.36,1295.73,97.28
1485.27,1295.82,97.27
1485.24,1295.74,97.29
1485.24,1295.81,97.25
1485.23,1295.78,97.30
1485.18,1295.75,97.26
1485.54,1294.98,97.28
1485.51,1295.00,97.27
1485.66,1295.08,97.28
1485.76,1295.15,97.23
1485.78,1295.38,97.26
1485.84,1295.48,97.32
1485.58,1295.13,97.09
1485.56,1295.15,97.11
1485.04,1295.51,97.14
1485.03,1295.53,97.12
1485.42,1295.58,97.12
1485.41,1295.52,97.13
1485.66,1295.85,97.14
1485.65,1295.83,97.14
1485.53,1295.96,97.03
1485.54,1295.98,97.10
1486.81,1295.70,98.59
1486.74,1295.69,98.59
1486.80,1295.87,98.54
1486.74,1295.98,98.51
1486.70,1295.01,98.54
1486.69,1295.03,98.53
1486.86,1295.30,98.49
1486.85,1295.32,98.50
1486.62,1295.39,98.50
1486.63,1295.38,98.49
1486.23,1295.67,98.50
1486.22,1295.66,98.50
1486.93,1295.92,98.55
1486.91,1295.92,98.53
1486.63,1295.37,98.49
1486.62,1295.37,98.49
1486.71,1295.01,98.47
1486.72,1294.98,98.48
1486.16,1295.92,98.49
1486.16,1295.94,98.48
1486.40,1295.61,98.47
1486.40,1295.60,98.47
1486.61,1295.15,98.30
1486.61,1295.16,98.30
1486.62,1295.22,98.30
1486.62,1295.21,98.30
1486.59,1295.19,98.30
1486.60,1295.20,98.29
1486.61,1295.19,98.30
1486.60,1295.19,98.29
1486.61,1295.14,98.30
1486.60,1295.14,98.29
1486.58,1295.36,98.29
1486.58,1295.38,98.29
1486.62,1295.51,98.32
1486.63,1295.51,98.32
1486.56,1295.82,98.34
1486.57,1295.82,98.34
1486.62,1295.52,98.30
1486.61,1295.54,98.29
1486.05,1295.31,98.34
1486.04,1295.30,98.34
1486.39,1295.05,98.30
1486.37,1295.06,98.30
1486.43,1295.13,98.29
1486.44,1295.13,98.29
1486.44,1295.19,98.30
1486.45,1295.20,98.30
1486.23,1295.31,98.31
1486.22,1295.31,98.31
1486.23,1295.25,98.29
1486.23,1295.23,98.30
1486.13,1295.23,98.29
1486.13,1295.23,98.28
1486.34,1295.32,98.29
1486.36,1295.35,98.29
1486.18,1295.39,98.31
1486.19,1295.38,98.31
1486.31,1295.41,98.30
1486.28,1295.42,98.30
1486.32,1295.42,98.30
1486.33,1295.41,98.30
1486.35,1295.44,98.29
1486.36,1295.42,98.29
1486.35,1295.43,98.30
1486.34,1295.45,98.31
1486.44,1295.57,98.33
1486.43,1295.56,98.34
1486.38,1295.62,98.32
1486.36,1295.62,98.31
1486.29,1295.67,98.33
1486.26,1295.66,98.32
1486.11,1295.57,98.33
1486.11,1295.56,98.33
1486.27,1295.75,98.31
1486.29,1295.73,98.32
1486.39,1295.50,98.34
1486.38,1295.51,98.34
1486.45,1295.74,98.32
1486.47,1295.73,98.31
1486.81,1295.00,98.26
1486.82,1295.02,98.26
1486.52,1295.22,98.29
1486.53,1295.22,98.29
1486.73,1295.38,98.24
1486.72,1295.36,98.24
1486.71,1295.37,98.24
1486.72,1295.39,98.24
1486.14,1295.87,98.27
1486.18,1295.92,98.25
1486.06,1295.66,98.25
1486.05,1295.65,98.25
1486.11,1295.60,98.24
1486.13,1295.60,98.24
1486.11,1295.59,98.24
1486.12,1295.57,98.24
1486.03,1295.62,98.26
1486.03,1295.63,98.26
1486.20,1295.96,98.25
1486.19,1295.89,98.26
1486.01,1295.67,98.25
1485.94,1295.69,98.27
1486.01,1295.64,98.26
1486.03,1295.63,98.25
1486.26,1295.10,98.28
1486.26,1295.12,98.28
1486.26,1295.15,98.29
1486.26,1295.17,98.28
1486.31,1295.15,98.28
1486.32,1295.16,98.27
1486.50,1295.38,98.28
1486.50,1295.39,98.28
1486.12,1295.18,98.28
1486.13,1295.17,98.29
1486.32,1295.17,98.27
1486.33,1295.18,98.26
1486.07,1295.14,98.28
1486.06,1295.16,98.28
1486.16,1295.03,98.25
1486.16,1295.02,98.24
1486.05,1295.02,98.25
1486.07,1295.02,98.25
1486.02,1295.47,98.24
1486.01,1295.41,98.25
1486.36,1295.72,98.24
1486.52,1295.52,98.23
1486.47,1295.50,98.25
1486.27,1295.04,98.25
1486.32,1295.09,98.24
1486.31,1295.09,98.24
1486.28,1295.21,98.24
1486.29,1295.19,98.23
1486.36,1295.25,98.21
1486.37,1295.24,98.21
1486.36,1295.07,98.24
1486.36,1295.07,98.24
1486.18,1295.28,98.24
1486.25,1295.07,98.21
1486.26,1295.07,98.21
1486.27,1295.07,98.21
1486.28,1295.06,98.21
1486.60,1295.04,98.21
1486.60,1295.06,98.20
1486.87,1295.29,98.23
1486.89,1295.29,98.23
1486.52,1295.07,98.19
1486.31,1295.08,98.19
1486.29,1295.07,98.19
1486.04,1295.01,98.18
1486.21,1295.00,98.17
1486.20,1294.99,98.18
1486.41,1295.45,98.17
1486.41,1295.44,98.18
1486.99,1295.22,98.02
1486.48,1295.10,97.95
1486.09,1295.31,97.99
1486.05,1295.27,97.98
1486.50,1295.28,97.93
1486.07,1295.71,97.92
1486.07,1295.70,97.92
1486.82,1295.80,97.92
1486.81,1295.74,97.93
1486.40,1295.27,97.67
1486.43,1295.26,97.67
1486.84,1295.86,97.10
1486.85,1295.17,97.57
1486.76,1295.97,97.56
1486.66,1295.78,97.52
1486.68,1295.79,97.52
1486.09,1295.05,97.55
1486.58,1294.99,97.51
1486.57,1295.01,97.50
1486.92,1295.41,97.53
1486.92,1295.44,97.54
1486.76,1295.90,97.51
1486.75,1295.88,97.50
1486.50,1295.93,97.51
1486.45,1295.92,97.49
1486.01,1295.78,97.49
1486.81,1295.85,97.50
1486.80,1295.88,97.49
1486.05,1295.63,97.48
1486.07,1295.61,97.49
1486.05,1295.62,97.47
1486.01,1295.65,97.46
1486.79,1295.23,97.42
1486.79,1295.21,97.43
1486.93,1295.07,97.42
1486.93,1295.05,97.41
1486.59,1295.19,97.42
1486.60,1295.18,97.41
1486.21,1295.03,97.43
1486.20,1295.02,97.43
1486.17,1295.00,97.42
1486.20,1295.02,97.41
1486.14,1295.73,97.42
1486.10,1295.72,97.42
1486.96,1295.16,97.35
1486.97,1295.20,97.35
1486.51,1295.17,97.34
1486.59,1295.14,97.34
1486.56,1295.15,97.35
1486.58,1295.13,97.35
1486.77,1295.67,97.37
1486.77,1295.68,97.38
1486.75,1295.75,97.35
1486.76,1295.74,97.36
1486.85,1295.73,97.35
1486.84,1295.74,97.36
1486.72,1295.67,97.36
1486.75,1295.68,97.34
1486.26,1295.34,97.36
1486.29,1295.42,97.36
1486.33,1295.48,97.35
1486.31,1295.50,97.36
1486.75,1295.31,97.31
1486.62,1295.33,97.33
1486.14,1295.43,97.32
1486.14,1295.48,97.35
1486.05,1295.32,97.33
1486.11,1295.36,97.37
1486.27,1295.24,97.33
1486.22,1295.21,97.33
1486.40,1295.07,97.30
1486.39,1295.02,97.29
1486.17,1295.11,97.32
1486.16,1295.09,97.33
1486.05,1295.08,97.31
1486.06,1295.17,97.34
1486.18,1295.23,97.36
1486.04,1295.18,97.31
1486.28,1295.04,97.35
1486.30,1295.02,97.32
1486.37,1295.93,97.34
1486.36,1295.94,97.33
1486.59,1295.02,97.29
1486.61,1295.15,97.35
1486.62,1295.16,97.28
1486.54,1295.21,97.30
1486.84,1295.14,97.25
1486.85,1295.13,97.26
1486.60,1295.16,97.25
1486.64,1295.09,97.24
1486.89,1295.32,97.23
1486.87,1295.32,97.23
1486.14,1295.19,97.25
1486.11,1295.12,97.24
1486.42,1295.58,97.20
1486.42,1295.56,97.19
1486.84,1295.75,97.21
1486.86,1295.75,97.21
1486.88,1295.86,97.18
1486.88,1295.89,97.19
1486.83,1295.91,97.20
1486.81,1295.97,97.22
1486.12,1295.45,97.14
1486.05,1295.27,97.07
1487.59,1299.04,98.81
1487.61,1299.07,98.83
1487.13,1299.30,98.72
1487.13,1299.57,98.55
1487.11,1299.60,98.54
1487.33,1299.60,98.53
1487.72,1299.79,98.49
1487.59,1299.57,98.48
1487.61,1299.37,98.50
1487.82,1299.36,98.44
1487.10,1299.98,98.45
1487.07,1299.93,98.46
1487.68,1299.27,98.42
1487.67,1299.28,98.42
1487.66,1299.34,98.42
1487.75,1299.29,98.42
1487.67,1299.68,98.31
1487.67,1299.61,98.34
1487.30,1299.42,98.25
1487.29,1299.39,98.25
1487.40,1299.84,98.21
1487.43,1299.82,98.21
1487.72,1299.11,98.16
1487.66,1299.09,98.17
1487.15,1299.97,98.20
1487.13,1299.96,98.19
1487.16,1299.98,98.19
1487.13,1299.96,98.18
1487.03,1299.93,98.18
1487.03,1299.94,98.16
1487.03,1299.97,98.18
1487.40,1299.44,98.11
1487.67,1299.92,98.02
1487.68,1299.91,98.02
1487.68,1299.88,98.00
1487.46,1299.46,97.92
1487.45,1299.46,97.92
1487.80,1299.88,97.86
1487.76,1299.85,97.85
1487.70,1299.97,97.89
1487.59,1299.43,97.88
1487.33,1299.79,97.86
1487.34,1299.82,97.87
1487.30,1299.27,97.80
1487.14,1299.15,97.81
1487.41,1299.33,97.71
1487.44,1299.36,97.72
1487.16,1299.99,97.72
1487.17,1299.96,97.71
1487.49,1299.29,97.69
1487.48,1299.28,97.69
1487.51,1299.58,97.64
1487.51,1299.57,97.64
1487.43,1299.11,97.55
1487.42,1299.09,97.58
1487.42,1299.27,97.54
1487.40,1299.28,97.54
1487.28,1299.70,97.58
1487.30,1299.55,97.57
1487.24,1299.91,97.57
1487.71,1299.24,97.50
1487.80,1299.38,97.51
1487.61,1299.33,97.49
1487.61,1299.34,97.48
1487.77,1299.51,97.53
1487.68,1299.51,97.53
1487.05,1299.22,97.49
1487.05,1299.16,97.49
1487.61,1299.47,97.41
1487.61,1299.50,97.40
1487.44,1299.54,97.43
1487.41,1299.57,97.44
1487.46,1299.48,97.42
1487.32,1299.61,97.40
1487.24,1299.30,97.42
1487.06,1299.34,97.43
1487.26,1299.48,97.43
1487.07,1299.40,97.40
1487.27,1299.96,97.38
1487.03,1299.74,97.35
1487.07,1299.76,97.40
1487.50,1298.86,98.83
1487.58,1298.72,98.83
1487.76,1298.03,98.63
1487.49,1298.78,98.55
1487.05,1298.17,98.53
1487.52,1298.49,98.52
1487.36,1298.58,98.46
1487.21,1298.48,98.47
1487.56,1298.68,98.38
1487.28,1298.27,98.34
1487.32,1298.31,98.38
1487.51,1298.09,98.31
1487.69,1298.43,98.27
1487.71,1298.19,98.16
1487.27,1298.92,98.12
1487.27,1298.93,98.11
1487.73,1298.80,98.07
1487.77,1298.78,98.05
1487.62,1298.51,97.99
1487.63,1298.54,97.98
1487.56,1298.09,97.96
1487.55,1298.09,97.98
1487.82,1298.59,97.94
1487.81,1298.60,97.95
1487.80,1298.55,97.93
1487.81,1298.55,97.92
1487.61,1298.93,97.91
